dna_type,filepath,ftp_basename,length_of_seqs,num_of_seqs
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001514455.1_ASM151445v1_chromosome.fna,GCF_001514455.1_ASM151445v1,6100511,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001514455.1_ASM151445v1_plasmid.fna,GCF_001514455.1_ASM151445v1,131551:93737,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000317105.1_ASM31710v1_chromosome.fna,GCF_000317105.1_ASM31710v1,7689443,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000317105.1_ASM31710v1_plasmid.fna,GCF_000317105.1_ASM31710v1,64128:50699,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001412575.1_ASM141257v1_chromosome.fna,GCF_001412575.1_ASM141257v1,2948795,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001412575.1_ASM141257v1_plasmid.fna,GCF_001412575.1_ASM141257v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001477625.1_ASM147762v1_chromosome.fna,GCF_001477625.1_ASM147762v1,5169161,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001477625.1_ASM147762v1_plasmid.fna,GCF_001477625.1_ASM147762v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000832905.1_ASM83290v1_chromosome.fna,GCF_000832905.1_ASM83290v1,3366995,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000832905.1_ASM83290v1_plasmid.fna,GCF_000832905.1_ASM83290v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000214155.1_ASM21415v1_chromosome.fna,GCF_000214155.1_ASM21415v1,4643668,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000214155.1_ASM21415v1_plasmid.fna,GCF_000214155.1_ASM21415v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017865.1_ASM1786v1_chromosome.fna,GCF_000017865.1_ASM1786v1,2135342,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017865.1_ASM1786v1_plasmid.fna,GCF_000017865.1_ASM1786v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000020005.1_ASM2000v1_chromosome.fna,GCF_000020005.1_ASM2000v1,3165557,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000020005.1_ASM2000v1_plasmid.fna,GCF_000020005.1_ASM2000v1,17207:8689,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000190635.1_ASM19063v1_chromosome.fna,GCF_000190635.1_ASM19063v1,3406739,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000190635.1_ASM19063v1_plasmid.fna,GCF_000190635.1_ASM19063v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001431725.1_ASM143172v1_chromosome.fna,GCF_001431725.1_ASM143172v1,4757486,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001431725.1_ASM143172v1_plasmid.fna,GCF_001431725.1_ASM143172v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001484065.1_ASM148406v1_chromosome.fna,GCF_001484065.1_ASM148406v1,5318696,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001484065.1_ASM148406v1_plasmid.fna,GCF_001484065.1_ASM148406v1,351005,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000300455.3_ASM30045v4_chromosome.fna,GCF_000300455.3_ASM30045v4,4902027,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000300455.3_ASM30045v4_plasmid.fna,GCF_000300455.3_ASM30045v4,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014785.1_ASM1478v1_chromosome.fna,GCF_000014785.1_ASM1478v1,3275944,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014785.1_ASM1478v1_plasmid.fna,GCF_000014785.1_ASM1478v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000367205.1_ASM36720v1_chromosome.fna,GCF_000367205.1_ASM36720v1,2526138,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000367205.1_ASM36720v1_plasmid.fna,GCF_000367205.1_ASM36720v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001761345.1_ASM176134v1_chromosome.fna,GCF_001761345.1_ASM176134v1,4156476,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001761345.1_ASM176134v1_plasmid.fna,GCF_001761345.1_ASM176134v1,40279,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000512355.1_ASM51235v1_chromosome.fna,GCF_000512355.1_ASM51235v1,2722964,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000512355.1_ASM51235v1_plasmid.fna,GCF_000512355.1_ASM51235v1,50245,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000010625.1_ASM1062v1_chromosome.fna,GCF_000010625.1_ASM1062v1,5842795,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000010625.1_ASM1062v1_plasmid.fna,GCF_000010625.1_ASM1062v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000022965.1_ASM2296v1_chromosome.fna,GCF_000022965.1_ASM2296v1,1938483,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000022965.1_ASM2296v1_plasmid.fna,GCF_000022965.1_ASM2296v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016985.1_ASM1698v1_chromosome.fna,GCF_000016985.1_ASM1698v1,4929566,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016985.1_ASM1698v1_plasmid.fna,GCF_000016985.1_ASM1698v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001187785.1_ASM118778v1_chromosome.fna,GCF_001187785.1_ASM118778v1,3675202,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001187785.1_ASM118778v1_plasmid.fna,GCF_001187785.1_ASM118778v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000091325.1_ASM9132v1_chromosome.fna,GCF_000091325.1_ASM9132v1,4962103,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000091325.1_ASM9132v1_plasmid.fna,GCF_000091325.1_ASM9132v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953695.1_AWOD1_chromosome.fna,GCF_000953695.1_AWOD1,3003353:1515310,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953695.1_AWOD1_plasmid.fna,GCF_000953695.1_AWOD1,15266:2069:7177:91951,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953735.1_MVIS1_chromosome.fna,GCF_000953735.1_MVIS1,5086074,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953735.1_MVIS1_plasmid.fna,GCF_000953735.1_MVIS1,3856:4059,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014585.1_ASM1458v1_chromosome.fna,GCF_000014585.1_ASM1458v1,2606748,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014585.1_ASM1458v1_plasmid.fna,GCF_000014585.1_ASM1458v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001887595.1_ASM188759v1_chromosome.fna,GCF_001887595.1_ASM188759v1,4765486,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001887595.1_ASM188759v1_plasmid.fna,GCF_001887595.1_ASM188759v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000576555.1_ASM57655v1_chromosome.fna,GCF_000576555.1_ASM57655v1,4904241,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000576555.1_ASM57655v1_plasmid.fna,GCF_000576555.1_ASM57655v1,299298:41562:6969,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001050435.1_ASM105043v1_chromosome.fna,GCF_001050435.1_ASM105043v1,3006812,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001050435.1_ASM105043v1_plasmid.fna,GCF_001050435.1_ASM105043v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000478905.1_ASM47890v1_chromosome.fna,GCF_000478905.1_ASM47890v1,1151074,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000478905.1_ASM47890v1_plasmid.fna,GCF_000478905.1_ASM47890v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001719165.1_ASM171916v1_chromosome.fna,GCF_001719165.1_ASM171916v1,3251353,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001719165.1_ASM171916v1_plasmid.fna,GCF_001719165.1_ASM171916v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000300295.3_ASM30029v3_chromosome.fna,GCF_000300295.3_ASM30029v3,3184851,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000300295.3_ASM30029v3_plasmid.fna,GCF_000300295.3_ASM30029v3,180124:33516:51573,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001263175.1_ASM126317v1_chromosome.fna,GCF_001263175.1_ASM126317v1,4350553,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001263175.1_ASM126317v1_plasmid.fna,GCF_001263175.1_ASM126317v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001606025.1_ASM160602v1_chromosome.fna,GCF_001606025.1_ASM160602v1,3332539,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001606025.1_ASM160602v1_plasmid.fna,GCF_001606025.1_ASM160602v1,16905,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019405.1_ASM1940v1_chromosome.fna,GCF_000019405.1_ASM1940v1,2263857,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019405.1_ASM1940v1_plasmid.fna,GCF_000019405.1_ASM1940v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013025.1_ASM1302v1_chromosome.fna,GCF_000013025.1_ASM1302v1,3705021,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013025.1_ASM1302v1_plasmid.fna,GCF_000013025.1_ASM1302v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001028645.1_ASM102864v1_chromosome.fna,GCF_001028645.1_ASM102864v1,2443604,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001028645.1_ASM102864v1_plasmid.fna,GCF_001028645.1_ASM102864v1,59661,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000331995.1_ASM33199v1_chromosome.fna,GCF_000331995.1_ASM33199v1,2974379,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000331995.1_ASM33199v1_plasmid.fna,GCF_000331995.1_ASM33199v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009145.1_ASM914v1_chromosome.fna,GCF_000009145.1_ASM914v1,2812094,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009145.1_ASM914v1_plasmid.fna,GCF_000009145.1_ASM914v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000186985.1_ASM18698v3_chromosome.fna,GCF_000186985.1_ASM18698v3,1155937,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000186985.1_ASM18698v3_plasmid.fna,GCF_000186985.1_ASM18698v3,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025485.1_ASM2548v1_chromosome.fna,GCF_000025485.1_ASM2548v1,3526903,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025485.1_ASM2548v1_plasmid.fna,GCF_000025485.1_ASM2548v1,102242:39929,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000165465.1_ASM16546v1_chromosome.fna,GCF_000165465.1_ASM16546v1,2309262,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000165465.1_ASM16546v1_plasmid.fna,GCF_000165465.1_ASM16546v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000092245.1_ASM9224v1_chromosome.fna,GCF_000092245.1_ASM9224v1,3192235,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000092245.1_ASM9224v1_plasmid.fna,GCF_000092245.1_ASM9224v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000266925.1_ASM26692v1_chromosome.fna,GCF_000266925.1_ASM26692v1,2160700,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000266925.1_ASM26692v1_plasmid.fna,GCF_000266925.1_ASM26692v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000180175.2_ASM18017v2_chromosome.fna,GCF_000180175.2_ASM18017v2,4035456,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000180175.2_ASM18017v2_plasmid.fna,GCF_000180175.2_ASM18017v2,19174:38222,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000344785.1_ASM34478v1_chromosome.fna,GCF_000344785.1_ASM34478v1,2839551,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000344785.1_ASM34478v1_plasmid.fna,GCF_000344785.1_ASM34478v1,4109:85023,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013125.1_ASM1312v1_chromosome.fna,GCF_000013125.1_ASM1312v1,1471282,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013125.1_ASM1312v1_plasmid.fna,GCF_000013125.1_ASM1312v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019165.1_ASM1916v1_chromosome.fna,GCF_000019165.1_ASM1916v1,3075407,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019165.1_ASM1916v1_plasmid.fna,GCF_000019165.1_ASM1916v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000341345.1_ASM34134v1_chromosome.fna,GCF_000341345.1_ASM34134v1,3135752,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000341345.1_ASM34134v1_plasmid.fna,GCF_000341345.1_ASM34134v1,86256,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000143085.1_ASM14308v1_chromosome.fna,GCF_000143085.1_ASM14308v1,3328570,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000143085.1_ASM14308v1_plasmid.fna,GCF_000143085.1_ASM14308v1,39105:5611,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000026605.1_ASM2660v1_chromosome.fna,GCF_000026605.1_ASM2660v1,2149868,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000026605.1_ASM2660v1_plasmid.fna,GCF_000026605.1_ASM2660v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000014025.1_ASM1402v1_chromosome.fna,GCF_000014025.1_ASM1402v1,2341251,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000014025.1_ASM1402v1_plasmid.fna,GCF_000014025.1_ASM1402v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000203895.1_ASM20389v1_chromosome.fna,GCF_000203895.1_ASM20389v1,2852282:1730097,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000203895.1_ASM20389v1_plasmid.fna,GCF_000203895.1_ASM20389v1,653815,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001021065.1_ASM102106v1_chromosome.fna,GCF_001021065.1_ASM102106v1,2419437,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001021065.1_ASM102106v1_plasmid.fna,GCF_001021065.1_ASM102106v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000165505.1_ASM16550v1_chromosome.fna,GCF_000165505.1_ASM16550v1,2046464,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000165505.1_ASM16550v1_plasmid.fna,GCF_000165505.1_ASM16550v1,961624:124226,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000317435.1_ASM31743v1_chromosome.fna,GCF_000317435.1_ASM31743v1,6767834,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000317435.1_ASM31743v1_plasmid.fna,GCF_000317435.1_ASM31743v1,80757:56464:55337,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025885.1_ASM2588v1_chromosome.fna,GCF_000025885.1_ASM2588v1,1980592,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025885.1_ASM2588v1_plasmid.fna,GCF_000025885.1_ASM2588v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000043285.1_ASM4328v1_chromosome.fna,GCF_000043285.1_ASM4328v1,705557,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000043285.1_ASM4328v1_plasmid.fna,GCF_000043285.1_ASM4328v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000815185.1_ASM81518v1_chromosome.fna,GCF_000815185.1_ASM81518v1,4497453,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000815185.1_ASM81518v1_plasmid.fna,GCF_000815185.1_ASM81518v1,508653,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000018025.1_ASM1802v1_chromosome.fna,GCF_000018025.1_ASM1802v1,5517674,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000018025.1_ASM1802v1_plasmid.fna,GCF_000018025.1_ASM1802v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001420995.1_ASM142099v1_chromosome.fna,GCF_001420995.1_ASM142099v1,6149338,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001420995.1_ASM142099v1_plasmid.fna,GCF_001420995.1_ASM142099v1,206535:850061,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000828655.1_ASM82865v1_chromosome.fna,GCF_000828655.1_ASM82865v1,2014912,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000828655.1_ASM82865v1_plasmid.fna,GCF_000828655.1_ASM82865v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001399775.1_ASM139977v1_chromosome.fna,GCF_001399775.1_ASM139977v1,2158963,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001399775.1_ASM139977v1_plasmid.fna,GCF_001399775.1_ASM139977v1,14448:16597:69906:78727,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000828675.1_ASM82867v1_chromosome.fna,GCF_000828675.1_ASM82867v1,2187612,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000828675.1_ASM82867v1_plasmid.fna,GCF_000828675.1_ASM82867v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012565.1_ASM1256v1_chromosome.fna,GCF_000012565.1_ASM1256v1,1315030,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012565.1_ASM1256v1_plasmid.fna,GCF_000012565.1_ASM1256v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000219585.1_ASM21958v1_chromosome.fna,GCF_000219585.1_ASM21958v1,3783444,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000219585.1_ASM21958v1_plasmid.fna,GCF_000219585.1_ASM21958v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000764555.1_ASM76455v1_chromosome.fna,GCF_000764555.1_ASM76455v1,2015987,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000764555.1_ASM76455v1_plasmid.fna,GCF_000764555.1_ASM76455v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001274895.1_ASM127489v1_chromosome.fna,GCF_001274895.1_ASM127489v1,2769745,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001274895.1_ASM127489v1_plasmid.fna,GCF_001274895.1_ASM127489v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000217635.1_ASM21763v1_chromosome.fna,GCF_000217635.1_ASM21763v1,444925,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000217635.1_ASM21763v1_plasmid.fna,GCF_000217635.1_ASM21763v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000317475.1_ASM31747v1_chromosome.fna,GCF_000317475.1_ASM31747v1,7479014,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000317475.1_ASM31747v1_plasmid.fna,GCF_000317475.1_ASM31747v1,300164:260268:150927:74236:7645,5
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000767465.1_ASM76746v1_chromosome.fna,GCF_000767465.1_ASM76746v1,3979506,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000767465.1_ASM76746v1_plasmid.fna,GCF_000767465.1_ASM76746v1,188477:62341:756828:335704:134722,5
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000969645.2_ASM96964v2_chromosome.fna,GCF_000969645.2_ASM96964v2,4726850,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000969645.2_ASM96964v2_plasmid.fna,GCF_000969645.2_ASM96964v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000284155.1_ASM28415v1_chromosome.fna,GCF_000284155.1_ASM28415v1,1296670:26610,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000284155.1_ASM28415v1_plasmid.fna,GCF_000284155.1_ASM28415v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000284075.1_ASM28407v1_chromosome.fna,GCF_000284075.1_ASM28407v1,1290368,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000284075.1_ASM28407v1_plasmid.fna,GCF_000284075.1_ASM28407v1,15099,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000069225.1_ASM6922v1_chromosome.fna,GCF_000069225.1_ASM6922v1,3258645,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000069225.1_ASM6922v1_plasmid.fna,GCF_000069225.1_ASM6922v1,50350:94791,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001951175.1_ASM195117v1_chromosome.fna,GCF_001951175.1_ASM195117v1,2261471,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001951175.1_ASM195117v1_plasmid.fna,GCF_001951175.1_ASM195117v1,46788:8220,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000177535.2_ASM17753v2_chromosome.fna,GCF_000177535.2_ASM17753v2,2601311,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000177535.2_ASM17753v2_plasmid.fna,GCF_000177535.2_ASM17753v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000473305.1_ASM47330v1_chromosome.fna,GCF_000473305.1_ASM47330v1,2657245,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000473305.1_ASM47330v1_plasmid.fna,GCF_000473305.1_ASM47330v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019945.1_ASM1994v1_chromosome.fna,GCF_000019945.1_ASM1994v1,5800441,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019945.1_ASM1994v1_plasmid.fna,GCF_000019945.1_ASM1994v1,25164:23392,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001941805.1_ASM194180v1_chromosome.fna,GCF_001941805.1_ASM194180v1,3378307,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001941805.1_ASM194180v1_plasmid.fna,GCF_001941805.1_ASM194180v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001027545.1_ASM102754v1_chromosome.fna,GCF_001027545.1_ASM102754v1,1588979,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001027545.1_ASM102754v1_plasmid.fna,GCF_001027545.1_ASM102754v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019485.1_ASM1948v1_chromosome.fna,GCF_000019485.1_ASM1948v1,3008047,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019485.1_ASM1948v1_plasmid.fna,GCF_000019485.1_ASM1948v1,4809:16103:31972:38515:124030:186459,6
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000063505.1_ASM6350v1_chromosome.fna,GCF_000063505.1_ASM6350v1,2366980,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000063505.1_ASM6350v1_plasmid.fna,GCF_000063505.1_ASM6350v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019525.1_ASM1952v1_chromosome.fna,GCF_000019525.1_ASM1952v1,5935403,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019525.1_ASM1952v1_plasmid.fna,GCF_000019525.1_ASM1952v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016765.1_ASM1676v1_chromosome.fna,GCF_000016765.1_ASM1676v1,5382261,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016765.1_ASM1676v1_plasmid.fna,GCF_000016765.1_ASM1676v1,310228:222757,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000010425.1_ASM1042v1_chromosome.fna,GCF_000010425.1_ASM1042v1,2089645,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000010425.1_ASM1042v1_plasmid.fna,GCF_000010425.1_ASM1042v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000347635.1_ASM34763v1_chromosome.fna,GCF_000347635.1_ASM34763v1,5413691,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000347635.1_ASM34763v1_plasmid.fna,GCF_000347635.1_ASM34763v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001021085.1_ASM102108v1_chromosome.fna,GCF_001021085.1_ASM102108v1,1192232,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001021085.1_ASM102108v1_plasmid.fna,GCF_001021085.1_ASM102108v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000334405.1_ASM33440v1_chromosome.fna,GCF_000334405.1_ASM33440v1,634449,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000334405.1_ASM33440v1_plasmid.fna,GCF_000334405.1_ASM33440v1,3735,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000008025.1_ASM802v1_chromosome.fna,GCF_000008025.1_ASM802v1,1267782,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000008025.1_ASM802v1_plasmid.fna,GCF_000008025.1_ASM802v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025605.1_ASM2560v1_chromosome.fna,GCF_000025605.1_ASM2560v1,1500577,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025605.1_ASM2560v1_plasmid.fna,GCF_000025605.1_ASM2560v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001714725.1_ASM171472v1_chromosome.fna,GCF_001714725.1_ASM171472v1,4574859,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001714725.1_ASM171472v1_plasmid.fna,GCF_001714725.1_ASM171472v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001713435.1_ASM171343v1_chromosome.fna,GCF_001713435.1_ASM171343v1,3982627,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001713435.1_ASM171343v1_plasmid.fna,GCF_001713435.1_ASM171343v1,186489:152317:42134:39932,4
